video,model,blur,occlusion_accuracy,pts_within_1,jaccard_1,pts_within_2,jaccard_2,pts_within_4,jaccard_4,pts_within_8,jaccard_8,pts_within_16,jaccard_16,average_jaccard,average_pts_within_thresh,outlier_magnitude,outlier_ratio_vs_gt,false_visible_rate,false_occluded_rate,trajectory_length_ratio,visibility_bias
23,CoTracker3,medium,81.0860561435803,23.501483679525226,14.699248120300751,59.82195845697329,48.03493449781659,78.51632047477744,68.56353591160222,92.34421364985164,74.94266055045871,97.0919881305638,76.25649913344887,56.49937564272543,70.25519287833828,5.908946514129639,0.9388951901185156,0.0942622950819672,0.2134502923976608,,-0.1191879973156936
23,CoTracker3,strong,77.58858720662678,2.967359050445104,1.561969439728353,15.074183976261128,8.526850507982584,45.34124629080119,31.704095112285337,72.87833827893175,57.58693361433088,94.83679525222551,71.60068846815835,34.19610742849709,46.21958456973293,6.508347034454346,1.018602694286849,0.110655737704918,0.2532163742690058,,-0.1425606365640878
24,CoTracker3,none,90.56410256410255,82.2429906542056,64.66512702078522,99.86648865153538,87.87878787878788,100.0,87.87878787878788,100.0,87.87878787878788,100.0,87.87878787878788,83.23605570718735,96.42189586114822,3.9679322242736816,0.9919608522827976,0.0442477876106194,0.1059431524547803,,-0.061695364844160897
24,CoTracker3,medium,93.23076923076924,12.016021361815756,5.986696230598669,60.74766355140186,38.017324350336864,99.19893190921228,89.68253968253968,100.0,91.2,100.0,91.2,63.21731205269504,74.39252336448598,4.03388261795044,1.012738750335961,0.0044247787610619,0.0839793281653746,,-0.0795545494043127
24,CoTracker3,strong,79.28205128205128,0.6675567423230975,0.3723008190618019,2.67022696929239,1.429646350639579,24.69959946595461,9.77198697068404,50.60080106809078,19.397697077059345,100.0,73.93548387096774,20.981423017682506,35.727636849132175,4.2063984870910645,1.0382032801641743,0.1150442477876106,0.2273901808785529,,-0.11234593309094229
25,CoTracker3,none,65.57377049180327,22.41379310344828,11.970074812967582,46.206896551724135,27.556818181818183,68.27586206896552,42.08860759493671,80.0,46.25407166123778,91.72413793103448,48.67549668874173,35.309013787940394,61.72413793103448,8.807539939880371,1.2981713192289257,0.0583941605839416,0.4412698412698412,,-0.3828756806858996
25,CoTracker3,medium,55.0351288056206,10.689655172413794,4.979253112033195,29.655172413793103,13.707865168539326,58.27586206896552,24.01960784313725,72.41379310344827,28.75318066157761,77.93103448275862,31.088082901554404,20.50959793736836,49.79310344827586,6.821242809295654,1.075952961169603,0.4306569343065693,0.4222222222222222,,0.008434712084347096
25,CoTracker3,strong,57.377049180327866,1.0344827586206895,0.6342494714587738,2.7586206896551726,1.4925373134328357,13.10344827586207,5.543237250554324,45.51724137931035,13.60381861575179,82.75862068965517,35.22727272727273,11.30022307569409,29.03448275862069,4.697643280029297,0.6852166823297138,0.2846715328467153,0.4539682539682539,,-0.1692967211215386
26,CoTracker3,none,96.24608967674662,29.913606911447083,17.263427109974426,47.19222462203024,29.794762915782023,70.95032397408207,52.45220282626767,91.14470842332614,80.33431661750245,100.0,96.14973262032086,55.198888417969485,67.8401727861771,6.8859477043151855,0.996933165230938,0.2727272727272727,0.028391167192429,,0.2443361055348437
26,CoTracker3,medium,91.97080291970804,3.887688984881209,1.8068887634105024,24.08207343412527,13.111668757841906,44.9244060475162,28.418803418803417,63.60691144708424,44.703049759229536,82.50539956803455,65.71691176470588,30.75146449279825,43.8012958963283,9.338849067687988,1.335128163903767,0.4242424242424242,0.0662460567823343,,0.3579963674600899
26,CoTracker3,strong,79.4577685088634,0.3239740820734341,0.1764705882352941,3.3477321814254863,1.8540669856459329,7.667386609071274,4.031765424557117,26.88984881209503,15.850340136054422,43.196544276457885,27.852852852852852,9.953099197469124,16.285097192224622,6.922426223754883,0.9952463809233156,0.7272727272727273,0.1819137749737119,,0.5453589522990154
27,CoTracker3,none,92.25641025641026,31.12278397898884,17.976622329705762,56.66447800393959,38.72037914691944,76.88772160210111,58.90336590662324,91.20157583716347,76.64453832226916,97.63624425476034,86.19592875318067,55.688166891739655,70.70256073539068,6.1141510009765625,0.8826827918140816,0.0374707259953161,0.0872093023255814,,-0.0497385763302653
27,CoTracker3,medium,88.1025641025641,32.04202232435981,19.535462463708004,55.35128036769535,38.757823784304286,75.50886408404465,59.13859745996687,89.62573867367038,73.6144578313253,97.04530531845045,81.82965299684543,54.57519890722998,69.91464215364412,5.240873336791992,0.7733723831336664,0.0796252927400468,0.127906976744186,,-0.048281684004139194
